Desc	Family ID	Acromyrmex_echinatior	Acyrthosiphon_pisum	Aedes_aegypti	Aedes_albopictus	Aethina_tumida	Agrilus_planipennis	Amyelois_transitella	Anopheles_albimanus	Anopheles_atroparvus	Anopheles_christyi	Anopheles_culicifacies	Anopheles_darlingi	Anopheles_dirus	Anopheles_epiroticus	Anopheles_farauti	Anopheles_funestus	Anopheles_gambiae	Anopheles_maculatus	Anopheles_minimus	Anopheles_sinensis	Anopheles_stephensi	Anoplophora_glabripennis	Aphis_glycines	Apis_mellifera	Athalia_rosae	Atta_colombica	Bactrocera_latifrons	Bactrocera_oleae	Belgica_antarctica	Bemisia_tabaci	Blattella_germanica	Bombus_impatiens	Bombyx_mori	Calopteryx_splendens	Campodea_augens	Camponotus_floridanus	Cardiocondyla_obscurior	Catajapyx_aquilonaris	Centruroides_sculpturatus	Cephus_cinctus	Ceratina_calcarata	Ceratitis_capitata	Ceratosolen_solmsi_marchali	Chilo_suppressalis	Cimex_lectularius	Clunio_marinus	Copidosoma_floridanum	Culex_quinquefasciatus	Cyphomyrmex_costatus	Danaus_plexippus	Daphnia_magna	Daphnia_pulex	Dendroctonus_ponderosae	Diachasma_alloeum	Diaphorina_citri	Dinoponera_quadriceps	Diuraphis_noxia	Drosophila_ananassae	Drosophila_biarmipes	Drosophila_bipectinata	Drosophila_busckii	Drosophila_elegans	Drosophila_erecta	Drosophila_eugracilis	Drosophila_ficusphila	Drosophila_grimshawi	Drosophila_hydei	Drosophila_melanogaster	Drosophila_mojavensis	Drosophila_obscura	Drosophila_pseudoobscura	Drosophila_rhopaloa	Drosophila_serrata	Drosophila_takahashii	Drosophila_virilis	Drosophila_willistoni	Drosophila_yakuba	Dufourea_novaeangliae	Ephemera_danica	Eufriesea_mexicana	Euglossa_dilemma	Euroglyphus_maynei	Eurytemora_affinis	Folsomia_candida	Fopius_arisanus	Frankliniella_occidentalis	Galendromus_occidentalis	Galloisiana_yuasai	Gerris_buenoi	Glossina_austeni	Glossina_brevipalpis	Glossina_morsitans	Glossina_palpalis	Habropoda_laboriosa	Halyomorpha_halys	Harpegnathos_saltator	Heliconius_erato_lativitta	Heliconius_melpomene	Helicoverpa_armigera	Homalodisca_vitripennis	Hyalella_azteca	Ixodes_scapularis	Ladona_fulva	Lasioglossum_albipes	Lasius_niger	Lepeophtheirus_salmonis	Leptinotarsa_decemlineata	Limnephilus_lunatus	Limulus_polyphemus	Linepithema_humile	Locusta_migratoria	Lucilia_cuprina	Lutzomyia_longipalpis	Macrocentrus_cingulum	Manduca_sexta	Mayetiola_destructor	Megachile_rotundata	Melipona_quadrifasciata	Melitaea_cinxia	Mengenilla_moldrzyki	Microplitis_demolitor	Monomorium_pharaonis	Musca_domestica	Myzus_cerasi	Myzus_persicae	Nasonia_vitripennis	Neodiprion_lecontei	Nicrophorus_vespilloides	Nilaparvata_lugens	Oncopeltus_fasciatus	Onthophagus_taurus	Ooceraea_biroi	Operophtera_brumata	Orchesella_cincta	Orussus_abietinus	Oryctes_borbonicus	Pachypsylla_venusta	Papilio_glaucus	Papilio_polytes	Papilio_xuthus	Parasteatoda_tepidariorum	Pediculus_humanus	Phlebotomus_papatasi	Pieris_rapae	Plutella_xylostella	Pogonomyrmex_barbatus	Polistes_canadensis	Polypedilum_nubifer	Polypedilum_vanderplanki	Pseudomyrmex_gracilis	Rhagoletis_zephyria	Rhodnius_prolixus	Rhopalosiphum_padi	Sarcoptes_scabiei	Solenopsis_invicta	Spodoptera_litura	Stegodyphus_mimosarum	Stomoxys_calcitrans	Strigamia_maritima	Tetranychus_urticae	Tigriopus_californicus	Trachymyrmex_septentrionalis	Tribolium_castaneum	Trichogramma_pretiosum	Tropilaelaps_mercedesae	Varroa_jacobsoni	Vollenhovia_emeryi	Wasmannia_auropunctata	Zeugodacus_cucurbitae	Zootermopsis_nevadensis
170	40422at6656	14	11	24	36	31	7	27	9	11	7	12	9	11	10	12	12	13	13	10	10	9	20	6	4	6	18	12	14	5	16	10	3	23	7	25	21	10	2	10	5	9	14	11	8	9	6	15	21	17	22	25	19	21	20	9	7	9	23	21	21	22	20	20	19	23	25	19	23	20	19	22	26	18	21	18	18	20	4	6	4	5	9	6	34	17	21	13	14	3	7	7	6	7	4	21	7	20	28	20	8	14	12	6	4	11	2	21	5	2	14	10	12	7	5	17	7	5	16	16	6	6	15	36	7	9	23	9	35	16	12	26	7	22	28	5	5	6	23	19	19	6	4	8	19	28	7	5	9	11	6	26	3	5	8	29	21	2	38	24	39	5	14	24	26	5	5	16	19	14	11
168	42822at6656	17	136	24	35	38	56	55	18	8	12	13	12	10	12	11	13	16	12	13	7	13	311	13	14	13	13	7	7	19	68	54	18	28	23	85	16	12	12	152	16	13	7	13	16	28	50	70	52	34	17	11	16	46	12	51	15	29	14	30	13	15	19	16	20	14	17	16	15	15	32	24	24	21	34	23	14	17	13	26	15	15	4	248	193	11	25	21	103	39	19	24	14	18	15	198	33	10	23	21	22	61	24	59	22	16	10	147	32	138	13	24	16	30	14	19	16	18	17	24	4	14	15	12	16	25	10	13	12	250	85	23	14	29	54	18	29	19	15	16	16	248	8	34	18	49	15	13	30	71	18	28	28	29	0	17	16	283	17	20	0	29	13	35	460	12	15	17	13	7	80
125	42838at6656	2	86	1	21	1	6	8	3	0	2	0	0	7	6	0	4	0	0	3	0	5	5	4	0	3	0	1	0	4	18	4	0	2	17	4	3	8	5	21	1	13	0	0	0	2	4	25	27	58	1	4	9	0	6	20	1	7	0	0	0	0	1	0	0	1	0	0	0	0	4	0	0	0	1	0	1	0	1	22	1	0	2	1	2	2	15	60	9	20	4	1	2	4	0	7	0	3	10	2	22	0	1	6	6	43	3	8	19	1	4	9	18	5	0	15	3	4	3	0	11	1	7	10	22	12	16	5	0	8	5	28	1	23	0	0	1	16	2	5	12	9	0	5	1	13	2	1	11	1	8	52	6	8	0	27	12	2	3	10	0	13	2	3	4	0	0	74	23	1	0
170	47035at6656	19	23	43	42	27	22	38	27	24	10	31	26	11	27	22	28	29	28	13	28	28	58	19	24	15	11	34	30	28	34	48	23	27	19	66	25	13	11	60	14	22	41	11	19	31	20	26	60	13	24	11	11	33	21	14	25	17	25	35	33	19	23	24	32	28	30	18	25	21	27	22	31	28	33	22	29	26	18	12	24	13	3	10	46	13	20	28	23	47	11	13	13	17	16	66	21	26	41	40	74	8	63	24	11	25	6	33	24	12	33	44	28	33	13	33	19	22	21	25	7	17	34	53	21	18	32	31	26	15	46	33	10	35	44	11	29	5	23	58	40	37	8	17	34	25	19	13	54	55	31	71	36	22	9	49	41	16	85	10	6	18	16	46	19	11	8	31	52	34	25
85	47902at6656	0	32	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	18	0	1	0	2	2	0	5	18	0	4	3	6	2	4	1	1	2	0	0	0	1	1	0	1	11	8	2	7	14	0	8	3	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	69	20	0	16	0	1	1	0	0	1	0	1	5	1	19	1	9	0	3	6	0	0	0	0	5	2	1	0	19	0	14	4	0	8	1	4	0	1	14	2	6	1	0	1	0	0	2	0	2	0	0	16	2	0	1	1	0	0	1	1	1	0	2	39	8	4	12	14	0	3	3	1	0	2	4	0	0	0	5	0	0	10	2	0	1
77	48070at6656	1	121	5	1	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	34	0	0	1	4	0	0	5	14	0	0	0	8	0	6	1	0	1	0	0	0	0	0	2	1	2	3	0	29	31	1	14	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	1	0	1	0	9	0	0	0	5	0	11	34	33	143	3	0	0	0	0	0	0	2	0	0	0	8	0	0	5	1	3	0	0	0	0	5	0	0	1	10	0	33	4	0	2	0	15	7	0	61	41	4	0	1	24	0	1	0	2	4	0	3	0	0	0	0	5	0	0	0	0	0	0	3	13	6	4	1	41	0	5	0	0	0	9	2	1	1	1	3	1	0	9	5	0	0
162	53444at6656	5	12	9	9	44	15	19	6	9	5	6	7	9	6	8	7	8	7	6	7	6	41	8	6	13	5	14	13	10	46	15	9	33	6	53	9	5	3	0	7	4	15	2	8	1	7	7	13	6	12	19	11	14	6	9	9	9	26	30	29	19	20	20	26	29	18	16	26	14	21	21	31	25	35	20	31	29	4	3	8	5	18	3	16	4	3	0	10	4	4	3	4	7	4	32	12	25	65	36	17	9	0	9	7	6	1	31	23	0	6	23	18	3	5	30	2	7	5	27	3	2	4	17	8	11	6	22	31	12	18	17	14	9	8	4	7	1	23	26	19	0	3	6	13	15	5	6	22	24	6	28	8	7	1	5	35	0	24	12	51	4	6	25	5	0	0	6	7	15	7
73	53491at6656	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	4	11	0	1	0	0	0	0	0	68	1	0	12	12	2	2	0	67	0	3	0	0	0	1	0	0	0	4	3	1	0	0	0	1	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	4	0	0	0	0	1	7	5	12	14	2	0	0	2	3	3	1	0	1	0	16	0	4	53	3	2	6	5	20	4	1	3	0	1	0	2	0	7	2	0	4	0	2	0	35	37	0	0	3	0	8	22	3	0	0	0	0	4	0	0	18	26	0	2	1	2	1	0	0	0	1	1	2	37	0	3	1	60	0	0	0	0	0	3	0	0	0	3	0	0	2
92	54009at6656	0	63	1	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	26	1	0	1	2	0	0	2	9	0	1	3	4	1	8	2	8	0	3	0	0	1	0	0	1	0	5	0	14	7	0	5	1	3	8	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	1	0	0	3	0	0	0	0	21	4	11	2	0	0	0	0	0	0	2	0	0	2	3	2	4	4	8	3	1	5	3	2	4	6	2	0	18	3	6	3	0	8	1	9	6	1	42	23	3	0	2	0	0	2	2	2	0	0	0	3	2	1	1	8	1	0	2	1	4	0	0	0	2	8	1	6	0	2	2	4	0	0	0	0	1	9	0	1	1	8	1	1	1
91	55968at6656	13	175	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	86	0	1	4	0	0	1	14	9	0	0	32	24	3	3	0	38	4	1	0	0	0	1	1	1	0	39	0	0	3	0	14	1	31	24	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	76	0	0	0	2	10	1	10	0	1	79	2	4	6	0	0	2	7	0	8	3	36	0	8	40	22	26	0	12	1	0	29	3	1	0	25	0	7	0	0	0	1	16	22	2	96	65	24	3	0	20	12	20	20	0	7	0	2	5	0	0	0	18	0	0	0	0	48	0	0	1	34	3	2	61	0	40	3	24	1	8	21	1	20	13	5	0	0	84	48	0	0
58	58159at6656	0	38	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	2	0	1	2	34	0	1	6	0	0	1	2	1	0	0	1	0	0	0	1	1	2	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	6	0	16	0	0	0	0	0	1	0	0	0	1	14	0	0	11	55	16	0	1	4	0	0	0	0	2	0	3	0	1	0	0	1	0	2	0	27	4	3	0	0	0	0	8	0	1	0	0	0	3	2	0	0	0	0	2	0	0	2	0	0	4	0	8	0	13	0	3	4	0	1	0	0	0	3	0	1	0	0	6	3	0	0
124	60256at6656	1	109	2	170	2	1	2	0	1	0	1	0	0	1	0	2	0	0	0	0	1	0	3	0	0	0	3	1	3	2	4	67	4	21	37	1	2	2	3	0	3	2	0	1	2	5	8	4	5	6	59	19	0	13	0	2	2	4	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	5	9	4	2	0	3	2	16	5	5	27	3	2	1	1	0	6	1	2	4	1	6	1	1	16	9	206	1	3	13	0	1	9	3	0	58	17	11	5	8	1	1	3	3	2	23	1	9	2	1	3	11	2	4	17	5	2	1	3	1	0	2	5	0	1	0	4	4	1	10	11	1	4	2	12	3	4	1	22	1	143	0	2	1	0	3	0	0	7	6	0	0
72	62037at6656	0	88	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	1	4	0	2	44	1	1	20	1	1	0	1	46	0	1	0	0	0	0	0	1	1	1	2	0	0	1	0	1	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	1	0	0	5	19	4	11	3	0	0	0	3	1	0	0	1	0	21	1	1	17	7	3	16	7	14	28	0	1	0	0	0	1	2	3	0	2	7	3	1	0	37	43	0	0	2	0	22	27	2	0	0	0	0	2	1	0	12	35	0	0	0	0	0	0	0	0	0	1	1	63	2	4	1	37	0	0	0	0	0	2	0	0	0	0	0	0	1
91	69443at6656	0	269	0	0	1	4	4	0	0	1	0	0	0	0	0	3	0	0	0	0	0	14	61	0	6	0	3	1	0	5	27	6	2	15	23	8	1	9	21	0	0	0	0	1	0	0	6	3	9	9	16	1	1	2	3	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	1	14	0	2	18	78	38	0	0	0	0	3	2	0	1	4	0	40	0	2	5	12	6	17	12	15	29	1	5	0	0	0	4	32	2	0	3	2	4	2	0	131	169	8	4	3	2	0	23	2	3	8	1	2	11	0	0	0	20	0	1	1	0	0	0	0	0	3	7	5	152	0	23	6	29	0	1	0	0	0	0	1	1	1	3	0	0	1
9	77273at6656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	32	0	0	0	0	9	0	0	0	0	0	7	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112	82039at6656	1	67	7	3	0	0	23	2	0	0	2	1	2	3	0	6	0	1	0	0	1	18	7	0	3	0	21	3	0	6	11	0	7	46	8	2	6	6	6	3	0	13	0	4	0	0	3	1	19	1	1	2	1	7	0	0	18	0	0	2	0	0	0	0	2	1	1	1	0	0	3	0	0	3	1	0	0	0	6	0	0	0	2	5	4	33	0	61	9	0	1	1	0	0	1	5	1	3	5	25	6	3	35	1	15	0	5	5	0	9	6	12	2	8	6	9	0	0	11	1	0	9	8	24	26	14	3	0	1	0	5	6	11	5	6	0	0	6	3	2	10	0	8	5	29	2	0	0	0	6	216	0	9	0	13	15	10	5	0	1	1	3	4	0	0	0	20	6	9	0
103	83086at6656	0	27	0	0	1	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	7	0	4	0	1	0	0	0	22	4	0	57	8	0	1	0	5	2	2	1	0	2	2	0	0	1	1	4	0	0	5	1	0	9	16	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	5	8	1	0	3	0	1	0	130	23	8	2	3	9	13	1	5	0	3	1	224	2	5	42	0	0	0	6	5	1	1	0	0	0	0	1	0	15	12	1	22	0	0	0	21	21	0	2	1	5	3	6	0	2	1	2	1	1	1	1	1	1	0	0	0	0	0	11	0	0	8	5	1	35	0	1	4	9	0	0	0	0	1	0	0	0	0	0	0	0	0
109	84291at6656	0	112	0	3	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	8	0	0	0	1	2	1	1	7	57	1	23	17	0	6	2	6	3	0	0	0	0	0	1	6	0	2	0	151	29	0	0	3	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	13	2	6	3	5	1	1	10	3	75	18	0	0	2	0	2	7	1	0	8	1	22	3	3	12	1	78	1	2	3	7	0	3	1	1	34	8	5	2	2	0	1	4	2	0	58	0	1	2	1	2	4	0	3	1	6	1	1	2	0	1	5	2	2	5	1	0	5	1	0	4	7	7	17	18	5	2	2	49	1	24	2	10	1	1	1	0	0	7	5	0	0
149	87840at6656	5	59	3	0	1	1	15	1	1	2	1	0	1	2	1	6	1	1	1	1	1	8	20	1	2	1	9	3	0	4	222	29	11	110	18	2	4	6	40	4	4	2	0	3	1	0	0	4	13	9	0	0	0	10	2	8	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	12	16	13	2	0	18	0	4	1	34	27	27	1	4	8	13	5	5	0	8	7	406	5	3	89	1	4	9	31	18	4	3	24	1	2	4	6	7	16	16	16	12	5	5	3	30	22	1	2	3	28	26	71	4	3	4	4	0	10	8	2	13	11	1	1	6	1	1	7	0	0	18	25	5	56	0	11	24	49	2	3	0	0	3	1	0	0	0	6	3	4	7
95	89008at6656	0	29	15	1	0	6	12	0	0	0	0	0	2	1	0	0	0	0	1	0	0	32	5	0	2	0	5	0	4	1	127	0	2	10	5	0	2	0	9	0	0	0	2	1	0	0	4	6	4	7	0	16	1	5	6	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	1	2	1	6	0	29	9	0	0	0	0	1	1	1	3	4	5	73	4	1	37	1	6	0	30	9	1	1	2	0	0	0	3	2	2	3	6	0	2	4	0	21	15	5	2	1	12	0	14	3	3	0	1	0	9	0	1	2	12	1	2	4	3	0	0	0	0	6	3	2	10	0	6	18	3	0	0	0	0	0	1	2	0	0	14	1	1	1
84	90795at6656	0	54	1	1	0	1	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	6	19	0	0	1	0	0	0	3	17	0	2	29	17	0	3	5	0	0	2	0	0	2	0	0	0	5	2	0	42	5	4	3	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	2	0	7	0	0	23	2	0	0	2	0	0	4	1	7	5	2	0	1	49	10	0	2	2	4	0	3	3	1	0	4	3	12	0	0	4	28	5	2	0	47	6	0	0	4	0	0	7	1	8	6	1	3	0	6	0	2	2	0	5	2	14	2	0	0	0	2	3	0	19	0	14	3	5	0	1	1	0	1	3	1	0	0	6	3	0	0
142	91507at6656	91	1	12	11	13	3	12	14	11	10	10	6	14	16	11	18	23	12	13	7	15	41	1	45	6	74	10	13	6	3	3	58	16	0	0	88	24	0	1	16	36	9	13	0	11	24	19	32	56	10	0	0	11	37	6	124	1	12	14	12	7	13	13	14	13	12	8	11	12	9	10	13	14	18	9	14	13	16	0	44	1	0	0	0	57	0	0	2	4	5	8	8	6	22	44	116	14	12	12	0	0	0	0	48	27	0	10	1	0	55	17	12	17	14	14	27	50	18	7	3	39	83	14	0	5	59	8	10	13	15	24	76	11	0	16	0	2	7	11	10	0	3	3	12	11	73	23	35	47	54	14	24	5	0	72	11	1	11	0	0	0	69	33	56	0	0	102	105	11	10
125	93641at6656	7	90	1	0	0	2	2	0	1	0	0	0	3	3	0	5	0	1	0	0	0	32	15	1	1	3	1	2	0	1	81	12	1	8	18	4	20	7	13	4	1	3	0	3	0	0	4	0	11	3	0	15	0	4	2	17	1	2	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	6	3	1	4	0	5	5	2	12	2	20	31	1	0	0	2	3	7	15	12	29	0	96	5	3	29	143	52	6	7	20	3	2	20	0	2	9	22	16	10	17	18	37	0	2	2	21	7	2	2	1	15	32	31	12	16	1	0	5	11	1	0	2	9	0	1	2	1	3	2	1	0	4	5	14	27	0	14	3	153	3	36	5	0	18	6	1	0	2	36	5	2	4
95	94167at6656	0	118	0	2	0	2	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	38	18	1	1	0	0	4	0	0	0	0	0	13	9	0	3	0	6	62	1	11	7	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	2	0	1	2	0	2	7	7	2	3	3	1	2	0	4	1	1	38	3	19	4	1	13	0	33	0	1	1	0	0	5	0	2	26	11	1	1	0	2	0	3	1	1	29	2	10	5	0	16	2	7	2	22	7	0	1	2	1	2	6	0	0	2	0	2	2	0	1	9	15	2	0	26	0	4	7	2	2	0	2	1	2	0	6	0	0	9	2	0	0
91	94341at6656	0	76	1	0	0	1	15	0	0	1	3	0	0	0	0	0	2	2	1	0	2	17	45	0	0	0	0	0	0	2	82	2	11	32	51	0	0	10	3	0	3	0	0	5	0	0	0	0	0	2	0	0	2	11	2	0	37	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	1	0	0	0	15	3	14	0	79	15	1	1	1	1	3	1	0	3	2	16	122	0	4	41	11	5	0	21	3	0	1	8	2	2	7	3	1	4	0	6	4	0	0	1	75	45	0	1	0	7	1	13	1	13	1	0	6	0	6	2	9	11	1	0	13	7	0	0	0	0	2	6	0	92	0	0	11	9	1	2	1	0	0	5	0	0	0	0	1	0	3
102	94703at6656	0	0	23	20	1	1	1	34	43	24	25	15	25	19	24	12	46	17	26	84	17	8	0	0	0	0	17	15	1	0	1	0	1	1	5	0	0	4	10	1	0	11	0	1	0	1	0	79	0	1	1	1	1	0	0	0	0	25	27	22	75	23	11	18	17	41	42	10	21	30	20	66	28	43	33	42	11	0	1	0	0	1	2	17	0	0	0	0	0	4	6	4	4	0	0	0	0	1	2	1	1	3	1	0	0	2	10	0	8	0	1	25	1	0	1	0	0	0	1	0	0	0	29	0	0	0	0	0	0	0	3	0	1	2	0	0	0	1	1	1	7	0	1	1	1	0	0	1	2	0	14	0	0	0	0	1	15	41	3	0	2	0	4	0	0	0	0	0	63	1
69	95836at6656	27	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	0	1	6	0	0	0	0	6	0	0	13	10	6	2	0	1	6	0	0	0	0	0	0	9	0	20	0	3	1	0	20	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	2	2	3	0	6	19	0	0	1	4	0	0	9	0	0	0	22	0	1	21	8	21	0	3	0	1	6	0	0	0	0	1	3	1	0	0	0	16	6	0	22	1	23	13	0	17	1	9	13	1	9	3	0	2	0	0	4	5	0	2	0	0	18	0	1	1	39	0	0	12	0	31	0	0	0	5	2	0	20	0	1	0	0	20	20	0	0
89	96081at6656	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	0	0	0	1	1	1	2	0	0	0	26	1	1	4	2	1	5	1	1	0	0	0	0	0	1	1	1	60	15	0	4	0	0	10	0	0	1	1	0	0	0	0	1	1	0	1	0	0	1	0	2	1	1	0	1	1	0	0	0	1	2	1	10	5	17	2	0	0	0	0	0	0	2	0	0	0	2	1	4	7	12	7	7	1	2	0	1	0	2	0	4	2	15	0	1	2	3	2	1	2	43	25	1	0	1	0	2	1	6	0	18	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	2	8	2	48	1	5	2	1	0	12	1	1	0	0	2	0	0	3	6	1	0
81	97696at6656	0	75	3	1	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	0	2	0	4	2	51	0	3	13	22	0	4	7	4	0	0	0	0	3	1	2	0	4	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	1	0	0	4	0	43	1	44	24	4	0	9	6	0	3	0	4	2	5	119	3	0	4	1	1	0	2	6	0	0	3	0	1	1	3	0	2	1	5	2	0	0	0	60	5	0	0	0	12	12	16	0	3	1	0	0	3	1	1	1	2	2	4	3	3	0	0	4	5	1	3	3	26	0	0	24	7	1	0	0	0	0	0	0	1	1	0	0	1	0
109	97817at6656	0	65	0	5	0	3	5	0	0	0	0	0	0	0	1	1	0	0	0	1	0	6	12	0	2	0	2	1	1	5	18	26	6	18	22	3	4	0	28	0	5	1	0	0	5	5	1	0	9	3	9	7	1	7	4	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	1	0	0	1	0	0	1	2	1	0	2	2	0	7	10	2	3	0	15	2	0	1	0	1	8	2	3	18	2	15	9	6	7	1	13	0	3	9	0	14	3	0	0	2	6	1	1	0	2	10	1	4	1	56	0	11	0	1	2	19	13	0	6	1	1	0	1	2	1	3	19	0	0	8	6	1	1	0	4	34	18	15	19	0	19	4	18	0	3	2	0	0	3	1	1	0	3	3	0	0
93	97889at6656	1	35	3	2	0	1	4	2	2	2	2	1	2	2	2	2	2	2	2	2	2	3	13	0	1	0	1	0	1	8	0	0	0	19	42	0	1	5	2	0	0	0	0	0	0	0	0	4	4	0	4	3	1	2	7	0	0	1	0	1	1	0	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	0	12	0	0	0	0	0	0	16	0	67	4	1	1	1	1	0	0	1	0	7	4	0	0	8	3	11	8	0	3	6	0	0	0	0	0	7	1	0	0	0	1	0	1	0	1	16	2	1	0	0	0	0	1	0	3	1	0	0	1	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	27	0	7	4	0	1	0	0	0	0	1	1	0	0	7	5	0	0
